txt_type,seg_id,sen_id,sentence,POS,words_label,words_gloss
N,news_07_v.2.txt,8,记者 乘坐 橡皮艇 在 头陀区 采访 。,"['n','v','n','p','ns','v','ew']","['0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL']"
F,fiction_17_v.2.txt,29,独 臂 将军 ＂ 知道 这 情报 的 价值 ， 私下 估计 梅 小姐 少 说 也 得 付 两万 美金 。,"['a','ng','n','w','v','r','n','u','n','w','d','v','nr','n','ad','v','d','v','v','m','q','ew']","['0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['单独;单一', 'NULL', 'NULL', 'NULL', 'NULL', '此,指目前的或较近的或刚刚提到的人、物、事或想法', 'NULL', 'NULL', '指积极的作用', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '绝对必要或应当去做', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_06_v.2.txt,18,８２％ 的 企业 认为 他们 拥有 较 充分 的 自主权 ， 能够 独立自主 管理 企业 ；,"['m','u','n','v','r','v','d','a','u','n','w','v','l','v','n','ew']","['0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0']","['NULL', 'NULL', 'NULL', '对人或事物确定某种看法，做出某种判断', 'NULL', '领有；具有', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '料理；治理', 'NULL', 'NULL']"
A,academic_15_v.2.txt,51,理论 上 说 ， 信息 处理 用 的 汉语 的 静态 语义 网 ， 应当 是 汉语 语义 知识 的 全集 。,"['n','f','v','w','n','vn','v','u','nz','u','n','n','n','w','v','v','nz','n','n','u','n','ew']","['0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0']","['NULL', '表示某一方面', 'NULL', 'NULL', '现代科学指事物发出的消息、指令、数据、符号等所包含的内容。人通过获得、识别自然界和社会的不同信息来区别不同事物，得以认识和改造世界。在一切通讯和控制系统中，信息是一种普遍联系的形式', 'NULL', '使用,采用', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '指周密的组织或系统', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '在数学集合中，一般地，如果一个集合含有我们所研究问题中涉及的所有元素，那么就称这个集合为全集（通常也把给定的集合称为全集）', 'NULL']"
N,news_20_v.3.txt,34,前来 理 货 的 苏联 阿穆尔州 农工委 主任 工程师 亚历山大 操 着 流利 的 汉语 对 记者 说 ： ＂ 我们 两 国 之间 的 边境 贸易 是 取长补短 ， 互相 有利 。,"['v','v','n','u','ns','ns','j','n','n','nr','v','u','a','u','nz','p','n','v','w','w','r','m','n','f','u','s','vn','v','I','w','d','a','ew']","['0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['到这里来；向这个方向来', '整理,使有条理、有秩序', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用某种语言或方言说话', 'NULL', 'NULL', 'NULL', 'NULL', '朝,向——用作虚词,表示动作的对象', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_10_v.2.txt,77,大学生 站柜台 的确 非同凡响 ， 但 也 有 人 对 此 看法 不同 。,"['n','v','d','l','w','c','d','v','n','p','r','n','a','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '存在', 'NULL', '对待。用法大致同“对于”', '指示代词,这', 'NULL', 'NULL', 'NULL']"
A,academic_19_v.2.txt,4,公元 １４５０年 前后 ， 德国 人 美因兹·古登堡 发明 了 金属 活字印刷 ， 从而 使 人类 进入 印刷 传播 时代 。,"['n','t','f','w','ns','n','nr','v','u','n','l','w','c','v','n','v','vn','vn','n','ew']","['0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0']","['NULL', 'NULL', '指从某一时间或事件稍前到稍后的一段时间', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '谓到了某个范围或某个时期里', 'NULL', '广泛散布', 'NULL', 'NULL']"
A,academic_22_v.2.txt,48,这 处 指 最 大 限度 地 减少 （ 在 可能 的 情况 下 预防 ） 有害 物质 的 排放 。,"['r','n','v','d','a','n','u','v','w','p','v','u','n','f','v','w','a','n','u','vn','ew']","['1', '1', '1', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0']","['此,指目前的或较近的或刚刚提到的人、物、事或想法', '部分;方面', '意旨;意向', 'NULL', '达到很广范围或很高程度,大肆', 'NULL', 'NULL', '亦作“减少”。去掉一部分', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', '方位词。表示属于一定范围、情况、条件等', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_21_v.2.txt,45,高校 不 是 ＂ 市 ＂ 外 桃源 。,"['j','d','v','w','n','w','f','ns','ew']","['0', '0', '0', '0', '1', '0', '1', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '市场', 'NULL', '外面;外部', 'NULL', 'NULL']"
F,fiction_02_v.2.txt,43,我 在 哈尔滨 呆 了 不过 十几 天 。,"['r','p','ns','v','u','d','m','q','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', '副词。只；仅仅', 'NULL', 'NULL', 'NULL']"
F,fiction_15_v.2.txt,85,他 说 ， ＂ 你 呢 ？ ＂,"['r','v','w','w','r','y','ew','w']","['0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_09_v.2.txt,73,他 严肃 地 问 。,"['r','a','u','v','ew']","['0', '0', '0', '0', '0']","['NULL', '谓作风、态度等严格；郑重；认真', 'NULL', 'NULL', 'NULL']"
A,academic_30_v.2.txt,58,（ １ ） 多层次 、 多 途径 培养 各类 技术 人才,"['w','m','w','n','w','a','n','v','r','n','n']","['0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', '多,数量大,与“少”、“寡”相对', 'NULL', '按照一定的目的，长期教育训练', 'NULL', 'NULL', 'NULL']"
F,fiction_10_v.2.txt,34,将军 过奖 了 。 ＂,"['n','v','y','ew','w']","['0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_30_v.2.txt,61,因此 ， 特别 要 注意 培养 既 懂 器件 ， 又 懂 系统 ， 还 懂 应用 的 综合 人才 ；,"['c','w','d','v','v','v','c','v','n','w','d','v','n','w','d','v','vn','u','vn','n','ew']","['0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', '应当;必须', '重视；关注', '按照一定的目的，长期教育训练', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '自成体系的组织；同类事物按一定秩序和内部联系组合成的整体', 'NULL', 'NULL', 'NULL', '使用', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_11_v.2.txt,14,我 问 她 花 １５ 元 钱 买 这 车 垃圾 合算 吗 ， 她 说 ： ＂ 还 可以 ， 但 油水 不 大 ， 剩 个 １０ 元 ８ 元 的 总 比 呆 着 强 。,"['r','v','r','v','m','q','n','v','r','n','n','a','y','w','r','v','w','w','d','a','w','c','n','d','a','w','v','q','m','q','m','q','u','d','p','v','u','a','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0']","['NULL', 'NULL', '女性第三人称', '在支付或支出上用掉钱', 'NULL', 'NULL', 'NULL', 'NULL', '“这”( zhè)的口语音 。常用在量词或数量词前', 'NULL', '脏土或扔掉的破烂东西', 'NULL', 'NULL', 'NULL', '女性第三人称', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '指不正当的物质收益或额外好处', 'NULL', '形容体积、面积、数量、力量、规模、程度等方面超过一般或超过所比较的对象。与“小”相对', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '优越;好', 'NULL']"
N,news_12_v.2.txt,58,辛苦 了 两 个 小时 ， 票 没 买 到 ， 却 受 了 一 肚子 气 ！,"['v','u','m','q','n','w','n','d','v','v','w','d','v','u','m','q','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用作动词的补语,表示动作达到目的或有了结果', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '指精神状态,情绪', 'NULL']"
F,fiction_03_v.2.txt,43,看来 我 把 你 估 错 了 。,"['v','r','p','r','v','v','u','ew']","['0', '0', '0', '0', '1', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '引申为估价,估量', '错误', 'NULL', 'NULL']"
A,academic_16_v.2.txt,34,通过 观察 仪器 的 作用 ， 可以 使 某种 感官 感知 的 现象 转换 为 另 一 感官 能够 感知 的 对象 ， 而且 这种 转换 通常 有助 观察 者 更加 有效 地 反映 观察 对象 。,"['p','vn','n','u','n','w','v','v','r','n','v','u','n','v','p','r','m','n','v','v','u','n','w','c','r','vn','d','v','v','k','d','a','u','v','vn','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '更改；改换', '变成；成', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '更改；改换', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '比喻把客观事物的实质表现或显示出来', 'NULL', 'NULL', 'NULL']"
N,news_15_v.2.txt,103,记者 无意 中 瞥见 交通 岗亭 上 印 着 一行 字 ： ＂ 首都 最佳 交通岗 。 ＂,"['n','v','f','v','n','n','f','v','u','n','n','w','w','n','z','n','ew','w']","['0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', '方位名。泛指一个地区内或一个时期内,中间;居中', 'NULL', 'NULL', 'NULL', '用在名词后，表示在物体的表面', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_05_v.2.txt,59,无独有偶 ， 雪花 电器 公司 的 ２５１ 升 大 容积 冰箱 ， 也 吸引 了 不少 羡慕 的 目光 。,"['i','w','nz','n','n','u','m','q','a','n','n','w','d','v','u','m','v','u','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '形容体积、面积、数量、力量、规模、程度等方面超过一般或超过所比较的对象。与“小”相对', 'NULL', 'NULL', 'NULL', 'NULL', '将物体、力量或他人的注意力引到自己这方面来', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_18_v.2.txt,54,＂ 你 漂 着 吧 。,"['w','r','v','u','y','ew']","['0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_12_v.2.txt,11,这些 应激 源 可能 包括 ： 噪音 、 失业 和 拥挤 等 。,"['r','n','ng','v','v','w','n','w','vn','c','vn','u','ew']","['1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['指示代词。指示较近的两个以上的人或事物', 'NULL', '来源;根源', 'NULL', '包含，总括', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_03_v.2.txt,49,现在 调 工作 ， 要 打通 多少 关节 ， 谈何容易 ！,"['t','v','n','w','v','v','r','n','w','i','ew']","['0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '应当;必须', '除去阻隔使相贯通', 'NULL', '指暗中行贿勾通官吏的事', 'NULL', 'NULL', 'NULL']"
N,news_23_v.2.txt,94,晚上 ， 在 圣火 到达 的 一 小时 前 ， 他们 就 已 手持 亚运会 徽 旗 ， 静候 在 滨江路 边 。,"['t','w','p','n','v','u','m','n','f','w','r','d','d','v','n','ng','n','w','v','p','ns','k','ew']","['0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', '谓到了某一地点或某一阶段', 'NULL', 'NULL', 'NULL', '与“后”相对,时间在先', 'NULL', 'NULL', '用在动词前面,表示在某种条件或情况下自然怎么样', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL']"
N,news_07_v.2.txt,20,村民 小组 按 急需 分 给 灾民 。,"['n','n','p','vn','v','p','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '分给,分配', '授与,交付', 'NULL', 'NULL']"
A,academic_07_v.2.txt,9,工程 作为 一 大 类 专业 ， 它 应当 首先 满足 一定 的 社会 需求 ， 需要 在 掌握 知识 和 技能 的 基础 上 ， 按 高度 有 条理 的 计划 进行 工作 ；,"['n','p','m','a','q','n','w','r','v','d','v','b','u','n','n','w','v','p','v','n','c','n','u','n','f','w','p','ad','v','n','u','n','v','vn','ew']","['0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', '规模大', 'NULL', 'NULL', 'NULL', '表示第三人称', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '指由一定的经济基础和上层建筑构成的整体。原始社会、奴隶社会、封建社会、资本主义社会、共产主义社会是人类社会的五种基本形态', 'NULL', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '指事物发展的根本或起点', '用在名词后，表示在某种事物的范围以内', 'NULL', 'NULL', '引申指抽象事物发展所达到的高的程度', '存在', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_23_v.2.txt,87,给 舆论 下 定义 时 如果 所 指谓 的 舆论 身份 不同 ， 即 被 定义 项 不同 ， 自然 定义 就 大相径庭 。,"['p','n','f','n','ng','c','u','v','u','n','n','a','w','d','p','n','ng','a','w','d','v','d','i','ew']","['1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['表示对象、目的,相当于“为”、“替”', 'NULL', '发表、宣告', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '亦作“ 身份 ”。指出身和社会地位', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用在动词前面,表示在某种条件或情况下自然怎么样', 'NULL', 'NULL']"
N,news_25_v.2.txt,10,太 高兴 了 ！,"['d','a','y','ew']","['0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_08_v.2.txt,71,商店 里 的 灯光 从 门窗 涌出 ， 铺 在 街上 十分 明亮 。,"['n','f','u','n','p','n','v','w','v','p','s','d','a','ew']","['0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0']","['NULL', '里面；内部（跟“外”相对）', 'NULL', 'NULL', '自,由 ——用作虚词,表示起点', 'NULL', '亦作“涌出”。涌冒而出', 'NULL', '把东西展开或摊平', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_03_v.2.txt,55,因此 也 便 在 坚实 的 黄土高原 发现 了 自己 。,"['c','d','d','p','a','u','ns','v','u','r','ew']","['0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0']","['NULL', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', '坚固；牢固；实在', 'NULL', 'NULL', '犹发掘', 'NULL', '代词。自身，本身', 'NULL']"
N,news_19_v.2.txt,15,现在 这些 是 低 盐 的 ， 或 甜 麻辣 咸 酸 ， 或 兼而有之 ， 风味 不同 。 ＂,"['t','r','v','a','n','u','w','c','a','a','a','a','w','c','i','w','n','a','ew','w']","['0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '指示代词。指示较近的两个以上的人或事物', 'NULL', '比例、数量或价值在正常标准以下的', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_05_v.2.txt,4,法律 是 由 国家 权力 机关 制定 或 认可 的 ， 体现 国家 意志 的 ， 并且 由 国家 强制力 保证 其 实施 的 行为 规范 。,"['n','v','p','n','n','n','v','c','v','u','w','v','n','n','u','w','c','p','n','n','v','r','v','u','n','n','ew']","['0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', '顺随，听从，归属', 'NULL', 'NULL', '办理事务的部门或机构', '拟订；定出', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '决定达到某种目的而产生的心理状态，常以语言或行动表现出来', 'NULL', 'NULL', 'NULL', '凭借', 'NULL', 'NULL', '担保；担保做到', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_15_v.2.txt,61,例如 ： 先 做 ８０００ 高频 词 ， 然后 逐步 推广 到 全部 词 。,"['v','w','d','v','m','b','n','w','c','d','v','v','m','n','ew']","['0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0']","['举例用语，放在所举的例子前面，表示下面即是前面所说事物的例子', 'NULL', 'NULL', '作。从事某种工作或活动', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用作动词的补语,表示动作达到目的或有了结果', 'NULL', 'NULL', 'NULL']"
A,academic_03_v.2.txt,62,那时 他 每天 要 给 关 在 牛棚 里 的 父亲 送 饭 ， 每次 就要 受到 其他 孩子 乃至 革命 造反派 的 叱责 、 唾骂 ， 甚至 殴打 ；,"['r','r','r','v','p','v','p','n','f','u','n','v','n','w','r','d','v','r','n','c','vn','n','u','v','w','v','w','d','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', '应当;必须', '表示对象、目的,相当于“为”、“替”', '引申为幽禁、禁闭', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', '里面；内部（跟“外”相对）', 'NULL', 'NULL', '将东西运去或传交', '煮熟的谷类食物,多指米饭', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '斥责', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_16_v.2.txt,31,行业 主管 部门 和 物资 、 电力 、 运输 、 银行 等 部门 ， 在 生产 物资 供应 方面 全部 单列 ， 直 供 到 企业 ， 确保 生产 正常 进行 。,"['n','vn','n','c','n','w','n','w','vn','w','n','u','n','w','p','vn','n','vn','n','m','v','w','d','v','v','n','w','v','v','ad','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', '特指人们使用工具创造生产、生活资料的活动', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用作动词的补语,表示动作达到目的或有了结果', 'NULL', 'NULL', 'NULL', '特指人们使用工具创造生产、生活资料的活动', 'NULL', 'NULL', 'NULL']"
N,news_17_v.2.txt,30,特别 是 捷 队 上半场 在 距 苏联队 球门 ３０ 米 外 罚 任意球 破网 以后 ， 苏联队 十 多 次 全军 压 上 发起 猛攻 ， 使 捷 队 门前 险象环生 ， 观众 惊讶 声 、 欢呼声 、 掌声 不断 。,"['d','v','j','n','n','p','v','nt','n','m','q','f','v','n','v','f','w','nt','m','m','q','n','v','v','v','vn','w','v','j','n','s','l','w','n','an','ng','w','n','w','n','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '以外', '刑罚', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '[数词]∶[用于数量词后] 表示整数以下的余数或零头', 'NULL', 'NULL', 'NULL', '用在动词后。表示动作的趋向或结果等', '发动，使开始', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '危险的局面不断产生', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_03_v.2.txt,70,＂ 校园 诗人 ＂ 小贝 吗 ？,"['w','n','n','w','nr','y','ew']","['0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_12_v.2.txt,8,当 人体 进入 高度 激励 状态 时 会 出现 口 干 、 心跳 、 手 颤 及 大 汗 等 。,"['p','n','v','d','v','n','ng','v','v','n','a','w','v','w','n','v','c','a','n','u','ew']","['1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0']","['指事情发生的那个时候或地方。相当于“本”、“此”', 'NULL', '谓到了某个范围或某个时期里', '程度很高', 'NULL', 'NULL', 'NULL', 'NULL', '显露出来；呈现', '人类用来发声和进食的器官', 'NULL', 'NULL', 'NULL', 'NULL', '人体上肢的总称,一般指腕以下的部分', '颤抖,发抖', 'NULL', '形容体积、面积、数量、力量、规模、程度等方面超过一般或超过所比较的对象。与“小”相对', 'NULL', 'NULL', 'NULL']"
F,fiction_14_v.2.txt,89,我 ＂ 哎 －－ 哎 ＂ 地 叫 起来 。,"['r','w','e','w','e','w','u','v','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '1', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用在动词后，表示动作完成或达到目的', 'NULL']"
F,fiction_20_v.2.txt,70,乔 光朴 不 回答 ， 腮帮子 上 的 肌肉 又 鼓 起 一 道道 肉 棱 子 ， 他 又 在 咬 牙帮骨 。,"['nr','nr','d','v','w','n','f','u','n','c','a','f','m','q','a','ng','k','w','r','d','u','v','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用在名词后，表示在物体的表面', 'NULL', 'NULL', 'NULL', 'NULL', '用在动词后作为补足语,表示动作的向上方向', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '才;正在', 'NULL', 'NULL', 'NULL']"
F,fiction_13_v.2.txt,13,当着 老 母亲 的 面 ， 我 不便 发作 ， 一 笑 ， 说 ： ＂ 好 ， 好 ， 好 。,"['p','a','n','u','n','w','r','ad','v','w','m','v','w','v','w','w','a','w','a','w','a','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '年老,衰老', '子女对生养自己的女子的称谓。俗称妈妈', 'NULL', '当面', 'NULL', 'NULL', 'NULL', '发脾气', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_04_v.2.txt,28,大 塔 前 的 埃米尔宫 四 门 洞开 ， 宫内 一 片 狼藉 。,"['a','n','f','u','ns','m','n','v','w','f','m','q','z','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0']","['形容体积、面积、数量、力量、规模、程度等方面超过一般或超过所比较的对象。与“小”相对', 'NULL', '前面,与“后”相对;正面', 'NULL', 'NULL', 'NULL', '房屋、围墙、车船等的出入口', 'NULL', 'NULL', 'NULL', 'NULL', '如同舞台布景一般的真实的或想象的景物', 'NULL', 'NULL']"
F,fiction_07_v.2.txt,33,我 说 ： 是 凤霞 不会 说话 欠 的 。,"['r','v','w','v','nr','v','v','v','u','ew']","['0', '0', '0', '0', '0', '0', '0', '1', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '损人的', 'NULL', 'NULL']"
A,academic_08_v.2.txt,20,使 人 的 生命 从 必然王国 走向 自由王国 。,"['v','n','u','n','p','n','v','n','ew']","['0', '0', '0', '0', '1', '0', '1', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '自,由 ——用作虚词,表示起点', 'NULL', '地质学名词。指地质构造上岩层、矿层、山脉等延伸的方向', 'NULL', 'NULL']"
F,fiction_14_v.2.txt,110,亚当 ？,"['nr','ew']","['0', '0']","['NULL', 'NULL']"
F,fiction_20_v.2.txt,69,你 成心 想 炸毁 我们 的 神经 ？ ＂,"['r','d','v','v','r','u','n','ew','w']","['0', '0', '0', '1', '0', '0', '1', '0', '0']","['NULL', 'NULL', 'NULL', '用爆破手段或用炸弹等摧毁', 'NULL', 'NULL', '把中枢神经系统的兴奋传递给各个器官，或把各个器官的兴奋传递给中枢神经系统的组织。由许多神经纤维构成', 'NULL', 'NULL']"
